userSeq,ancient,medieval,modern,donation,painting,world,craft,science,space,human,natural,future,createdAt,updatedAt
12615,26,0,0,25,0,0,2,29,30,0,4,16,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12616,5,6,15,1,0,0,19,25,16,25,29,15,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12617,10,0,0,23,26,12,14,9,0,9,18,0,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12618,19,0,0,11,0,0,22,27,0,17,0,0,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12619,7,10,25,30,0,0,20,16,0,3,11,30,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12620,17,15,25,19,0,0,28,16,17,28,8,0,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12621,3,0,0,8,0,0,10,22,25,18,25,0,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12622,9,0,0,9,0,0,3,23,0,11,0,0,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12623,19,10,23,16,0,0,5,9,0,15,0,0,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12624,14,0,0,16,28,19,14,2,0,5,23,0,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12625,28,20,25,28,25,2,16,2,2,1,28,19,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12626,15,27,20,5,2,7,14,14,30,16,27,9,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12627,12,22,26,27,0,0,8,26,0,20,11,4,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12628,12,4,18,17,6,12,6,11,0,15,30,4,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12629,30,0,0,6,0,0,13,7,10,20,29,14,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12630,21,0,0,5,18,27,11,9,21,0,5,6,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12631,13,8,24,6,0,0,20,12,13,25,20,9,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12632,30,22,9,9,10,19,9,28,0,2,9,0,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12633,16,0,0,17,0,0,10,18,25,0,4,17,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12634,10,0,0,7,29,2,10,6,14,21,0,9,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12635,1,7,17,1,12,19,25,28,26,25,22,0,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12636,24,6,22,19,0,0,18,9,25,0,8,2,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12637,2,0,0,24,0,0,22,6,16,13,0,21,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12638,26,16,18,3,0,0,19,20,0,8,18,20,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12639,22,3,16,30,0,0,17,2,0,1,18,13,"2020-06-20 05:50:29","2020-06-20 05:50:29"
12640,24,29,26,6,0,0,11,19,4,6,19,23,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12641,10,19,21,26,6,22,30,15,29,18,28,28,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12642,20,0,0,8,0,0,30,23,3,20,10,12,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12643,15,2,22,18,0,0,7,11,9,18,3,11,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12644,1,0,0,26,0,0,7,7,0,0,25,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12645,8,14,19,19,0,0,3,23,10,0,15,9,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12646,14,24,12,5,0,0,17,7,21,29,0,14,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12647,0,0,0,0,0,0,0,11,0,0,0,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12648,7,10,15,25,11,28,15,4,21,7,25,16,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12649,7,16,25,29,3,1,12,22,5,1,17,5,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12650,15,0,0,5,4,12,30,7,0,8,12,2,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12651,2,0,0,10,4,19,13,7,19,30,1,2,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12652,27,12,8,12,0,0,20,7,15,14,25,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12653,2,27,10,7,0,0,14,20,15,14,22,2,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12654,19,0,0,18,0,0,5,17,26,29,14,25,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12655,7,18,30,11,0,0,29,3,11,0,19,25,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12656,10,1,5,30,0,0,16,9,28,4,10,17,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12657,2,0,0,20,28,26,9,21,9,10,13,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12658,3,0,0,18,29,5,28,14,28,23,29,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12659,9,3,8,30,0,0,22,16,0,14,10,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12660,11,0,0,13,4,12,6,9,0,17,8,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12661,4,0,0,4,0,0,16,11,27,0,8,27,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12662,13,7,25,22,0,0,12,4,9,22,19,17,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12663,9,0,0,19,26,2,3,25,17,8,4,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12664,3,19,18,13,7,30,13,12,0,7,8,23,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12665,16,18,26,24,0,0,28,17,0,2,0,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12666,17,0,0,20,6,25,20,6,3,5,18,29,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12667,4,3,24,10,0,0,8,1,27,2,19,9,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12668,17,18,4,22,0,0,3,9,0,26,0,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12669,13,29,22,20,13,21,21,7,21,11,24,23,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12670,7,16,13,6,19,3,6,12,0,0,27,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12671,8,19,5,8,0,0,1,2,0,28,21,6,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12672,13,22,6,23,0,0,5,22,1,6,25,14,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12673,23,9,29,24,20,8,1,18,21,0,5,29,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12674,4,12,6,9,27,25,29,19,26,24,21,4,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12675,6,0,0,18,11,27,15,17,19,14,30,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12676,1,3,14,11,0,0,26,30,14,22,21,28,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12677,18,2,3,23,0,0,21,9,0,12,30,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12678,24,13,17,5,17,26,8,3,23,22,20,9,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12679,11,0,0,23,0,0,28,1,13,20,0,28,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12680,6,25,1,14,8,26,26,9,0,15,11,8,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12681,24,0,0,5,16,4,8,28,0,1,3,30,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12682,26,0,0,27,26,27,24,21,29,2,15,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12683,21,5,26,12,20,15,14,3,28,14,15,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12684,29,11,6,20,14,24,25,14,22,13,13,11,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12685,2,0,0,22,0,0,1,9,25,12,16,3,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12686,23,23,14,7,0,0,28,19,0,18,0,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12687,11,11,1,15,7,13,2,12,0,0,16,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12688,24,10,2,1,5,9,20,10,0,3,12,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12689,9,0,0,13,2,3,13,11,0,20,0,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12690,4,0,0,6,15,11,21,11,15,14,10,4,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12691,12,0,0,13,17,3,8,13,0,16,6,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12692,29,0,0,2,1,28,20,16,0,10,4,21,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12693,5,17,3,28,2,18,3,2,17,30,18,20,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12694,28,0,0,28,10,14,21,27,28,18,5,18,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12695,7,1,23,3,22,26,11,1,11,5,8,25,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12696,7,16,27,18,0,0,7,1,0,6,30,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12697,12,17,10,1,24,24,9,29,27,16,30,12,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12698,10,13,12,11,16,18,19,8,19,15,5,11,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12699,27,15,2,16,25,8,15,29,0,4,13,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12700,21,14,15,5,0,0,18,27,1,20,22,8,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12701,19,0,0,16,0,0,4,23,0,28,20,8,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12702,7,10,23,20,21,3,15,27,0,0,5,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12703,20,20,25,8,0,0,1,10,21,27,0,27,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12704,7,0,0,6,0,0,12,7,0,6,10,8,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12705,5,0,0,30,0,0,13,17,14,16,17,7,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12706,30,28,28,21,0,0,2,6,17,27,9,29,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12707,21,0,0,7,0,0,8,30,0,6,0,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12708,5,0,0,9,0,0,24,26,28,23,0,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12709,23,0,0,24,7,7,27,14,0,24,0,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12710,29,23,25,9,0,0,17,5,0,18,5,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12711,11,0,0,15,7,16,20,14,0,27,17,7,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12712,3,11,2,17,6,17,19,21,0,0,28,0,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12713,3,6,8,8,19,12,4,24,25,4,0,18,"2020-06-20 05:50:30","2020-06-20 05:50:30"
12714,29,6,27,5,0,0,20,16,26,7,0,21,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12715,29,30,18,2,0,0,3,12,8,30,27,2,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12716,13,2,1,30,0,0,10,1,0,0,7,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12717,23,0,0,16,0,0,23,16,23,2,0,25,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12718,12,0,0,22,0,0,29,5,20,2,10,10,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12719,14,0,0,8,25,21,16,11,15,15,0,18,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12720,11,20,27,6,5,7,9,3,9,11,29,28,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12721,9,0,0,26,19,7,15,12,19,27,0,10,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12722,6,4,5,12,22,9,19,30,6,2,21,11,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12723,12,0,0,24,0,0,24,20,0,10,14,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12724,10,22,4,27,3,12,8,13,17,16,17,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12725,22,0,0,15,17,11,2,11,0,0,23,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12726,25,11,11,1,0,0,11,2,0,30,18,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12727,5,9,21,16,0,0,26,14,0,16,0,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12728,2,28,27,1,5,29,13,9,0,30,0,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12729,9,0,0,4,0,0,16,12,30,20,0,5,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12730,29,2,21,24,0,0,30,22,13,13,11,29,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12731,1,9,13,30,0,0,23,29,6,15,28,11,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12732,9,0,0,1,10,2,12,22,12,20,2,1,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12733,3,21,13,25,0,0,26,18,12,13,15,5,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12734,14,10,15,7,24,5,27,8,0,21,13,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12735,18,13,23,25,27,15,7,1,26,11,11,28,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12736,28,25,7,22,0,0,27,3,0,23,4,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12737,10,18,22,7,0,0,29,24,0,13,1,10,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12738,2,0,0,22,25,10,24,10,0,7,28,27,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12739,17,13,30,11,2,15,15,8,0,16,22,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12740,1,0,0,21,0,0,10,2,23,28,0,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12741,22,20,20,14,14,25,7,3,10,26,0,20,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12742,2,0,0,25,5,6,16,4,20,8,0,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12743,8,4,10,6,0,0,5,17,7,4,16,13,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12744,20,2,3,5,0,0,21,16,0,15,27,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12745,15,0,0,24,0,0,27,1,7,16,21,25,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12746,18,0,0,29,6,17,2,27,21,18,12,20,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12747,1,0,0,2,0,0,14,11,0,30,22,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12748,21,26,23,1,0,0,19,2,20,0,20,21,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12749,15,0,0,24,26,26,5,11,4,28,0,20,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12750,19,0,0,25,0,0,6,29,0,16,0,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12751,6,14,21,3,24,19,17,1,0,19,0,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12752,25,0,0,20,7,4,25,11,12,3,3,30,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12753,19,29,8,1,0,0,14,9,17,7,30,29,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12754,28,0,0,20,0,0,22,20,13,0,1,3,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12755,24,18,26,27,13,5,15,15,3,15,2,13,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12756,30,0,0,9,4,1,9,29,21,20,24,20,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12757,7,0,0,19,20,23,19,30,14,13,0,14,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12758,25,22,6,21,0,0,20,20,23,7,24,24,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12759,3,23,15,10,0,0,4,23,0,27,23,25,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12760,4,0,0,13,16,10,15,16,20,9,17,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12761,28,22,23,24,0,0,9,7,0,21,7,27,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12762,16,24,19,23,0,0,21,6,18,30,0,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12763,8,0,0,18,0,0,23,25,28,13,0,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12764,2,23,26,19,20,3,30,2,0,14,5,6,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12765,18,21,13,8,16,15,18,3,3,27,0,4,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12766,8,20,25,7,0,0,7,21,13,0,6,17,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12767,13,29,4,5,0,0,1,25,14,25,7,8,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12768,29,21,25,6,0,0,13,24,11,18,0,22,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12769,24,0,0,2,30,16,21,1,22,24,13,30,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12770,20,0,0,22,24,12,27,5,0,5,26,11,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12771,26,0,0,24,30,19,4,15,0,29,14,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12772,4,27,8,9,0,0,15,18,15,8,0,8,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12773,14,11,2,25,0,0,20,13,1,25,0,21,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12774,9,24,25,14,30,22,19,19,0,23,5,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12775,1,0,0,26,0,0,29,19,13,2,19,8,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12776,25,0,0,26,12,5,18,27,0,19,16,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12777,3,0,0,1,9,7,17,11,29,0,30,6,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12778,30,0,0,12,30,24,16,16,17,27,0,26,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12779,2,17,8,5,0,0,5,27,17,0,28,24,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12780,21,0,0,7,26,23,26,16,0,0,21,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12781,5,0,0,23,30,3,22,26,0,24,8,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12782,18,1,27,28,0,0,17,19,3,0,2,14,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12783,16,0,0,13,0,0,18,8,0,3,28,5,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12784,6,30,12,16,27,5,28,14,4,9,18,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12785,21,1,28,13,2,23,29,18,7,0,28,7,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12786,10,0,0,27,0,0,11,28,12,25,5,25,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12787,8,0,0,21,9,25,27,17,0,11,24,3,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12788,12,0,0,30,20,8,19,28,0,11,22,7,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12789,27,9,2,25,24,13,19,27,0,13,11,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12790,26,0,0,2,16,2,11,18,0,0,17,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12791,6,0,0,21,0,0,3,27,0,0,2,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12792,17,0,0,22,0,0,23,17,1,16,0,25,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12793,12,0,0,5,0,0,14,14,5,23,30,23,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12794,26,0,0,7,0,0,2,20,0,4,0,0,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12795,7,0,0,15,11,10,15,2,30,16,13,17,"2020-06-20 05:50:31","2020-06-20 05:50:31"
12796,2,20,4,17,27,18,28,30,19,29,29,21,"2020-06-20 05:50:31","2020-06-20 05:50:32"
12797,3,0,0,23,18,2,19,10,0,10,0,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12798,27,0,0,15,5,3,10,3,27,24,7,14,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12799,1,6,8,2,7,18,4,23,0,5,29,1,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12800,3,17,18,25,0,0,23,7,0,13,14,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12801,3,8,9,8,4,3,27,12,0,0,29,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12802,1,24,8,9,25,5,17,26,21,3,25,27,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12803,6,19,17,28,0,0,10,16,14,5,16,4,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12804,6,13,19,30,10,8,24,11,25,24,22,11,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12805,20,0,0,18,26,1,29,28,0,25,26,26,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12806,12,20,13,1,0,0,14,4,0,13,18,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12807,8,30,5,18,0,0,20,29,8,7,0,14,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12808,18,0,0,24,0,0,8,20,0,27,0,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12809,1,0,0,4,0,0,1,10,0,11,11,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12810,14,14,6,29,0,0,28,27,0,0,15,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12811,0,0,0,0,0,0,0,24,0,0,0,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12812,2,6,28,9,13,11,23,22,19,0,29,5,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12813,27,0,0,15,25,21,6,8,0,4,12,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12814,19,17,26,8,0,0,21,30,0,0,6,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12815,27,0,0,12,9,2,21,14,13,4,2,7,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12816,15,0,0,13,0,0,13,17,0,0,13,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12817,26,12,3,11,0,0,5,11,0,21,4,22,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12818,17,0,0,30,25,12,4,13,0,28,0,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12819,24,0,0,17,0,0,10,15,30,21,27,22,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12820,26,11,1,21,22,13,6,7,23,27,24,10,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12821,16,0,0,14,0,0,26,6,16,18,0,18,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12822,14,17,24,16,0,0,10,13,0,9,23,7,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12823,4,0,0,14,11,1,27,29,11,9,10,19,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12824,8,0,0,14,0,0,20,20,16,24,19,3,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12825,19,0,0,1,9,23,1,28,14,0,22,24,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12826,17,25,1,8,8,22,11,2,30,7,0,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12827,11,0,0,9,0,0,8,26,8,26,5,24,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12828,17,20,27,17,11,6,13,16,0,16,30,25,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12829,20,0,0,10,23,21,4,8,20,21,23,4,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12830,13,0,0,5,5,9,4,17,20,18,26,13,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12831,15,16,11,29,25,27,15,19,3,19,0,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12832,26,3,12,29,26,17,9,14,17,0,21,15,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12833,26,0,0,24,0,0,6,27,0,28,29,16,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12834,2,24,8,5,0,0,7,19,16,14,4,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12835,26,27,20,25,14,15,15,5,26,12,5,7,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12836,22,14,14,17,0,0,23,27,0,2,26,3,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12837,14,0,0,28,0,0,30,28,0,13,6,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12838,22,5,6,20,0,0,6,6,0,0,18,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12839,25,22,25,30,0,0,19,15,13,14,13,21,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12840,14,30,24,6,0,0,28,25,25,12,14,30,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12841,16,0,0,18,0,0,28,17,7,7,0,22,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12842,10,0,0,1,16,28,29,7,4,16,24,28,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12843,30,0,0,26,10,10,13,18,19,2,25,30,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12844,15,0,0,26,0,0,24,7,2,23,4,2,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12845,23,0,0,5,28,24,5,12,0,12,5,21,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12846,20,20,6,11,0,0,20,23,4,13,0,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12847,24,0,0,20,0,0,14,23,0,8,25,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12848,21,0,0,16,0,0,4,12,0,27,18,13,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12849,19,21,24,27,12,5,17,29,0,0,9,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12850,8,20,3,2,30,12,7,25,27,16,0,29,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12851,20,14,20,9,17,12,18,23,24,9,14,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12852,19,20,22,23,27,18,24,23,0,11,10,29,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12853,28,0,0,23,17,9,5,23,16,6,0,19,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12854,24,13,22,18,20,14,28,24,11,18,23,11,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12855,20,0,0,12,5,25,26,17,0,23,8,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12856,12,10,3,25,0,0,18,9,14,16,0,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12857,0,0,0,0,0,0,0,18,0,0,0,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12858,4,0,0,27,0,0,22,24,0,19,21,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12859,17,15,27,2,0,0,5,23,7,13,0,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12860,7,0,0,15,0,0,17,8,0,28,11,24,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12861,10,0,0,20,0,0,25,7,25,1,24,7,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12862,21,5,12,29,21,8,12,12,0,20,1,27,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12863,15,0,0,27,20,26,7,21,10,17,4,29,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12864,14,14,22,5,0,0,5,24,0,8,13,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12865,26,15,8,21,8,14,25,20,0,8,23,0,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12866,22,8,5,22,9,14,20,7,13,27,11,3,"2020-06-20 05:50:32","2020-06-20 05:50:32"
12867,28,9,15,10,0,0,9,25,13,24,14,20,"2020-06-20 05:50:32","2020-06-20 05:50:32"
